ApplNo,ApplType,SponsorApplicant,MostRecentLabelAvailableFlag,CurrentPatentFlag,ActionType,Chemical_Type,Ther_Potential,Orphan_Code
10775,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
10787,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,2,P,
10791,N    ,BEL MAR                                           ,FALSE,FALSE,AP,5,S,
10796,N    ,ABBVIE                                            ,FALSE,FALSE,AP,1,S,
10799,N    ,WYETH CONS                                        ,FALSE,FALSE,AP,5,S,
10831,N    ,ORGANICS LAGRANGE                                 ,FALSE,FALSE,AP,3,S,
10841,N    ,RECORDATI RARE                                    ,FALSE,FALSE,AP,1,P,
10895,N    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,1,P,
10909,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
10911,N    ,STUART PHARMS                                     ,FALSE,FALSE,AP,4,S,
10926,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
10927,N    ,BRACCO                                            ,FALSE,FALSE,AP,5,S,
10929,N    ,BRACCO                                            ,FALSE,FALSE,AP,5,S,
10942,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,3,S,
10962,N    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,5,S,
10971,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,4,S,
10976,N    ,GD SEARLE LLC                                     ,FALSE,FALSE,AP,14,S,
10996,N    ,XANODYNE PHARM                                    ,FALSE,FALSE,AP,4,P,
10997,N    ,XANODYNE PHARM                                    ,FALSE,FALSE,AP,1,P,
11000,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
11011,N    ,AUXILIUM PHARMS INC                               ,FALSE,FALSE,AP,1,S,
11028,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
11045,N    ,MEDPOINTE PHARM HLC                               ,FALSE,FALSE,AP,5,S,
11047,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
11073,N    ,MEDPOINTE PHARM HLC                               ,FALSE,FALSE,AP,4,S,
11110,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,1,S,
11111,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
11120,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
11123,N    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,1,S,
11127,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,2,S,
11145,N    ,OAK PHARMS AKORN                                  ,FALSE,FALSE,AP,1,P,
11153,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
11161,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,1,P,
11178,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,5,S,
11185,N    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,5,S,
11188,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,2,S,
11208,N    ,ARMOUR PHARM                                      ,FALSE,FALSE,AP,5,S,
11210,N    ,PFIZER                                            ,FALSE,FALSE,AP,1,S,
11213,N    ,SCHERING                                          ,FALSE,FALSE,AP,3,S,
11228,N    ,ORGANON USA INC                                   ,FALSE,FALSE,AP,5,S,
11245,N    ,BRACCO                                            ,FALSE,FALSE,AP,3,S,
11265,N    ,ANI PHARMS                                        ,FALSE,FALSE,AP,4,S,
11270,N    ,SHIRE                                             ,FALSE,FALSE,AP,3,S,
11276,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
11283,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,5,S,
11284,N    ,MEDPOINTE PHARM HLC                               ,FALSE,FALSE,AP,3,S,
11287,N    ,CONCORDIA PHARMS INC                              ,FALSE,FALSE,AP,1,P,
11294,N    ,SCHERING                                          ,FALSE,FALSE,AP,3,S,
11300,N    ,ORTHO MCNEIL PHARM                                ,FALSE,FALSE,AP,1,S,
11316,N    ,ALLERGAN HERBERT                                  ,FALSE,FALSE,AP,1,S,
11323,N    ,SHIRE                                             ,FALSE,FALSE,AP,4,S,
11324,N    ,BRACCO                                            ,FALSE,FALSE,AP,5,S,
11325,N    ,APOTHECON                                         ,FALSE,FALSE,AP,3,S,
11338,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,1,P,
11340,N    ,PHARM RES ASSOC                                   ,FALSE,FALSE,AP,1,S,
11359,N    ,BRISTOL MYERS SQUIBB                              ,FALSE,FALSE,AP,5,S,
11361,N    ,SCHERING                                          ,FALSE,FALSE,AP,3,S,
11366,N    ,TARO                                              ,FALSE,FALSE,AP,1,S,
11386,N    ,GE HEALTHCARE                                     ,FALSE,FALSE,AP,3,S,
11418,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,3,S,
11444,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,4,S,
11446,N    ,PFIZER                                            ,FALSE,FALSE,AP,5,S,
11459,N    ,PFIZER                                            ,FALSE,FALSE,AP,2,S,
11467,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,1,S,
11483,N    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,4,S,
11491,N    ,APOTHECON                                         ,FALSE,FALSE,AP,4,S,
11496,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
11521,N    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,5,S,
11522,N    ,TEVA WOMENS                                       ,FALSE,FALSE,AP,24,S,
11525,N    ,AKORN                                             ,FALSE,FALSE,AP,1,P,
11529,N    ,JANSSEN R AND D                                   ,FALSE,FALSE,AP,4,S,
11552,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,1,S,
11556,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,1,S,
11557,N    ,SCHERING                                          ,FALSE,FALSE,AP,3,S,
11559,N    ,PAR STERILE PRODUCTS                              ,FALSE,FALSE,AP,1,S,
11583,N    ,MERCK                                             ,FALSE,FALSE,AP,4,S,
11600,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
11601,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
11602,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,2,S,
11612,N    ,PFIZER                                            ,FALSE,FALSE,AP,1,S,
11613,N    ,UCB INC                                           ,FALSE,FALSE,AP,1,P,
11620,N    ,BRACCO                                            ,FALSE,FALSE,AP,5,S,
11635,N    ,MERCK                                             ,FALSE,FALSE,AP,4,S,
11641,N    ,PFIZER                                            ,FALSE,FALSE,AP,1,P,
11642,N    ,PHARM RES ASSOC                                   ,FALSE,FALSE,AP,2,S,
11657,N    ,FOREST LABS                                       ,FALSE,FALSE,AP,1,S,
11664,N    ,MERCK                                             ,FALSE,FALSE,AP,1,P,
11665,N    ,VALEANT PHARMS LLC                                ,FALSE,FALSE,AP,3,S,
11673,N    ,3M                                                ,FALSE,FALSE,AP,5,S,
11679,N    ,ABBOTT                                            ,FALSE,FALSE,AP,1,P,
11683,N    ,IMMUNEX                                           ,FALSE,FALSE,AP,1,P,
11685,N    ,SANDOZ                                            ,FALSE,FALSE,AP,2,S,
11689,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,5,S,
11695,N    ,PHARM RES ASSOC                                   ,FALSE,FALSE,AP,,,
11702,N    ,CARACO                                            ,FALSE,FALSE,AP,4,S,
11707,N    ,ENDO PHARMS                                       ,FALSE,FALSE,AP,3,S,V
11719,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,2,S,V
11721,N    ,LEDERLE                                           ,FALSE,FALSE,AP,3,S,
11722,N    ,ACTAVIS LABS UT INC                               ,FALSE,FALSE,AP,1,P,
11730,N    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,4,P,
11738,N    ,ENDO PHARMS                                       ,FALSE,FALSE,AP,3,S,V
11745,N    ,ROCHE                                             ,FALSE,FALSE,AP,5,S,
11748,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,3,S,
11751,N    ,APOTHECON                                         ,FALSE,FALSE,AP,5,S,
11752,N    ,BOEHRINGER INGELHEIM                              ,FALSE,FALSE,AP,3,S,
11757,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,2,S,
11771,N    ,PHARM RES ASSOC                                   ,FALSE,FALSE,AP,2,S,
11777,N    ,MALLINCKRODT                                      ,FALSE,FALSE,AP,5,S,
11790,N    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,3,S,
11792,N    ,MEDA PHARMS                                       ,FALSE,FALSE,AP,1,S,
11793,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,1,S,
11795,N    ,PFIZER                                            ,FALSE,FALSE,AP,3,S,
11808,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,1,P,
11814,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
11835,N    ,MERCK                                             ,FALSE,FALSE,AP,5,S,
11836,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,1,P,
11837,N    ,SOLA BARNES HIND                                  ,FALSE,FALSE,AP,3,S,
11838,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,3,S,
11839,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
11856,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,2,S,
11860,N    ,MERCK                                             ,FALSE,FALSE,AP,1,S,
11870,N    ,SALIX PHARMS                                      ,FALSE,FALSE,AP,3,S,
11878,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,4,S,
11891,N    ,ORGANON USA INC                                   ,FALSE,FALSE,AP,1,S,
11903,N    ,ALCON                                             ,FALSE,FALSE,AP,5,S,
11909,N    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,1,S,
11914,N    ,CHESEBROUGH PONDS                                 ,FALSE,FALSE,AP,14,S,
11945,N    ,GLAXOSMITHKLINE                                   ,FALSE,FALSE,AP,3,S,
11949,N    ,SHIRE LLC                                         ,FALSE,FALSE,AP,1,S,
11950,N    ,WESTWOOD SQUIBB                                   ,FALSE,FALSE,AP,1,S,
11958,N    ,MERCK                                             ,FALSE,FALSE,AP,5,S,
11960,N    ,ASTELLAS                                          ,FALSE,FALSE,AP,3,S,
11961,N    ,VALIDUS PHARMS INC                                ,FALSE,FALSE,AP,1,S,
11963,N    ,WYETH PHARMS INC                                  ,FALSE,FALSE,AP,1,S,
11964,N    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,2,S,
11971,N    ,ABBVIE                                            ,FALSE,FALSE,AP,5,S,
11977,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
11983,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
11984,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
12003,N    ,ABBVIE                                            ,FALSE,FALSE,AP,1,S,
12015,N    ,OAK PHARMS AKORN                                  ,FALSE,FALSE,AP,3,S,
12026,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,4,S,
12034,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
12041,N    ,APOTHECON                                         ,FALSE,FALSE,AP,3,S,
12052,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
12071,N    ,MERCK                                             ,FALSE,FALSE,AP,3,S,
12093,N    ,VALEANT PHARMS NORTH                              ,FALSE,FALSE,AP,,,
12095,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,2,P,
12097,N    ,DELCOR ASSET CORP                                 ,FALSE,FALSE,AP,3,S,
12102,N    ,3M                                                ,FALSE,FALSE,AP,3,S,
12104,N    ,SUN PHARM INDS LTD                                ,FALSE,FALSE,AP,3,S,
12111,N    ,ALCON                                             ,FALSE,FALSE,AP,1,S,
12122,N    ,LILLY                                             ,FALSE,FALSE,AP,1,P,
12125,N    ,EASTMAN KODAK                                     ,FALSE,FALSE,AP,4,P,
12126,N    ,3M                                                ,FALSE,FALSE,AP,14,S,
12128,N    ,PFIZER                                            ,FALSE,FALSE,AP,1,S,
12141,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,1,P,
12142,N    ,BAXTER HLTHCARE                                   ,FALSE,FALSE,AP,2,P,
12145,N    ,APOTHECON                                         ,FALSE,FALSE,AP,3,S,
12148,N    ,ABBVIE                                            ,FALSE,FALSE,AP,4,S,
12151,N    ,GD SEARLE LLC                                     ,FALSE,FALSE,AP,1,P,
12154,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,3,S,
12155,N    ,SCHERING                                          ,FALSE,FALSE,AP,5,S,
12157,N    ,MEDICIS                                           ,FALSE,FALSE,AP,2,S,
12164,N    ,APOTHECON                                         ,FALSE,FALSE,AP,3,S,
12179,N    ,HI TECH PHARMA                                    ,FALSE,FALSE,AP,4,S,
12184,N    ,PARKE DAVIS                                       ,FALSE,FALSE,AP,2,S,
12193,N    ,NOVARTIS                                          ,FALSE,FALSE,AP,4,S,
12209,N    ,SPECTRUM PHARMS                                   ,FALSE,FALSE,AP,1,P,V
12223,N    ,TELIGENT PHARMA INC                               ,FALSE,FALSE,AP,5,S,
12248,N    ,WYETH AYERST                                      ,FALSE,FALSE,AP,1,S,
12249,N    ,VALEANT PHARM INTL                                ,FALSE,FALSE,AP,1,P,
12250,N    ,HOSPIRA                                           ,FALSE,FALSE,AP,3,P,
12254,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
12259,N    ,PHARMACIA AND UPJOHN                              ,FALSE,FALSE,AP,1,S,
12265,N    ,SCHERING                                          ,FALSE,FALSE,AP,1,S,
12281,N    ,ROBINS AH                                         ,FALSE,FALSE,AP,4,S,
12283,N    ,SANOFI AVENTIS US                                 ,FALSE,FALSE,AP,1,P,
