ApplNo,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
6799,2,INJECTABLE;INJECTION,0.1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
6799,4,INJECTABLE;INJECTION,1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
6799,10,INJECTABLE;INJECTION,1MG/ML,3,,0,RUBRAMIN PC,CYANOCOBALAMIN
6800,1,CAPSULE;ORAL,300MG,3,,0,PARADIONE,PARAMETHADIONE
6800,2,SOLUTION;ORAL,300MG/ML,3,,0,PARADIONE,PARAMETHADIONE
6800,3,CAPSULE;ORAL,150MG,3,,0,PARADIONE,PARAMETHADIONE
6811,1,TABLET;ORAL,500MG,3,,0,PARASAL,AMINOSALICYLIC ACID
6811,2,TABLET;ORAL,1GM,3,,0,PARASAL,AMINOSALICYLIC ACID
6811,6,TABLET;ORAL,500MG,3,,0,PARASAL SODIUM,AMINOSALICYLATE SODIUM
6811,11,TABLET;ORAL,1GM,3,,0,PARASAL SODIUM,AMINOSALICYLATE SODIUM
6823,1,INJECTABLE;INJECTION,"EQ 50,000 UNITS BASE/ML",1,,1,AQUASOL A,VITAMIN A PALMITATE
6882,1,EMULSION;TOPICAL,3%,3,,0,PHISOHEX,HEXACHLOROPHENE
6904,1,TABLET;ORAL,167MG,3,,0,TERFONYL,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
6904,2,SUSPENSION;ORAL,167MG/5ML,3,,0,TERFONYL,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
6905,2,POWDER;INHALATION,25%,3,,0,NORISODRINE,ISOPROTERENOL SULFATE
6905,3,POWDER;INHALATION,10%,3,,0,NORISODRINE,ISOPROTERENOL SULFATE
6917,1,INJECTABLE;INJECTION,EQ 400MG BASE/ML,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
6920,2,TABLET;ORAL,167MG,3,,0,TRIPLE SULFAS,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
6920,3,SUSPENSION;ORAL,167MG/5ML,3,,0,TRIPLE SULFAS,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
6921,2,TABLET;ORAL,4MG,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
6921,6,SYRUP;ORAL,2MG/5ML,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
6927,1,CREAM;TOPICAL,10%,1,,1,EURAX,CROTAMITON
6931,2,INJECTABLE;INJECTION,1MG/ML,3,,0,SYNCURINE,DECAMETHONIUM BROMIDE
7012,2,INJECTABLE;INJECTION,1MG/ML,3,,0,VI-TWEL,CYANOCOBALAMIN
7073,1,TABLET;ORAL,500MG,1,AB,1,AZULFIDINE,SULFASALAZINE
7073,2,"TABLET, DELAYED RELEASE;ORAL",500MG,1,AB,1,AZULFIDINE EN-TABS,SULFASALAZINE
7085,2,INJECTABLE;INJECTION,1MG/ML,3,,0,CYANOCOBALAMIN,CYANOCOBALAMIN
7110,2,INJECTABLE;INJECTION,25MG/ML,3,,0,CORTONE,CORTISONE ACETATE
7110,3,INJECTABLE;INJECTION,50MG/ML,3,,0,CORTONE,CORTISONE ACETATE
7245,1,SOLUTION;INHALATION,0.25%,3,,0,AEROLONE,ISOPROTERENOL HYDROCHLORIDE
7320,2,TABLET;ORAL,500MG,3,,0,TEEBACIN,AMINOSALICYLATE SODIUM
7335,1,CAPSULE;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7335,2,INJECTABLE;INJECTION,100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7335,3,CAPSULE;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7335,4,CAPSULE;ORAL,375MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7335,5,INJECTABLE;INJECTION,500MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRONESTYL,PROCAINAMIDE HYDROCHLORIDE
7336,2,TABLET;ORAL,2MG,3,,0,VERILOID,ALKAVERVIR
7336,3,TABLET;ORAL,3MG,3,,0,VERILOID,ALKAVERVIR
7337,5,TABLET;ORAL,325MG;2.25MG;0.19MG,3,,0,PERCODAN-DEMI,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
7337,6,TABLET;ORAL,325MG;4.5MG;0.38MG,3,,0,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
7337,7,TABLET;ORAL,325MG;4.8355MG,1,AA,1,PERCODAN,ASPIRIN; OXYCODONE HYDROCHLORIDE
7390,1,TABLET;ORAL,50MG,3,,0,BANTHINE,METHANTHELINE BROMIDE
7392,2,INJECTABLE;INJECTION,50MG/ML,3,,0,SECONAL SODIUM,SECOBARBITAL SODIUM
7409,1,TABLET;ORAL,20MG,1,AB,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
7409,3,CAPSULE;ORAL,10MG,1,AB,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
7413,1,INJECTABLE;INJECTION,50MG/VIAL,3,,0,PROTAMINE SULFATE,PROTAMINE SULFATE
7413,2,INJECTABLE;INJECTION,250MG/VIAL,3,,0,PROTAMINE SULFATE,PROTAMINE SULFATE
7504,2,INJECTABLE;INJECTION,25 UNITS/VIAL,3,,0,ACTHAR,CORTICOTROPIN
7504,3,INJECTABLE;INJECTION,40 UNITS/VIAL,3,,0,ACTHAR,CORTICOTROPIN
7513,1,INJECTABLE;INJECTION,EQ 1MG BASE/ML,1,AP,1,LEVOPHED,NOREPINEPHRINE BITARTRATE
7517,2,TABLET;ORAL,5MG,3,,0,TAPAZOLE,METHIMAZOLE
7517,4,TABLET;ORAL,10MG,3,,0,TAPAZOLE,METHIMAZOLE
7529,2,INJECTABLE;INJECTION,80MG/ML,1,,1,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE
7600,3,INJECTABLE;INJECTION,1GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
7600,5,INJECTABLE;INJECTION,5GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
7600,9,INJECTABLE;INJECTION,10GM/VIAL,3,,0,SURITAL,THIAMYLAL SODIUM
7638,1,"TABLET, EXTENDED RELEASE;ORAL",8MG,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
7638,2,"TABLET, EXTENDED RELEASE;ORAL",12MG,2,,1,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
7707,1,TABLET;ORAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PHENURONE,PHENACEMIDE
7750,3,TABLET;ORAL,25MG,3,,0,CORTONE,CORTISONE ACETATE
7757,2,SOLUTION/DROPS;OPHTHALMIC,EQ 4% BASE,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
7794,1,TABLET;ORAL,200MG,3,,0,NEOTHYLLINE,DYPHYLLINE
7794,2,TABLET;ORAL,400MG,3,,0,NEOTHYLLINE,DYPHYLLINE
7794,3,ELIXIR;ORAL,160MG/15ML,3,,0,NEOTHYLLINE,DYPHYLLINE
7842,1,INJECTABLE;INJECTION,20MG/ML,3,,0,FLAXEDIL,GALLAMINE TRIETHIODIDE
7842,2,INJECTABLE;INJECTION,100MG/ML,3,,0,FLAXEDIL,GALLAMINE TRIETHIODIDE
7865,2,INJECTABLE;INJECTION,2MEQ/ML,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
7883,2,TABLET;ORAL,500MG,3,,0,ANTABUSE,DISULFIRAM
7883,3,TABLET;ORAL,250MG,3,,0,ANTABUSE,DISULFIRAM
7898,4,TABLET;ORAL,500MG,3,,0,BENEMID,PROBENECID
7935,2,TABLET;ORAL,12.5MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7935,3,TABLET;ORAL,25MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7935,4,TABLET;ORAL,50MG,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
7936,1,LOTION/SHAMPOO;TOPICAL,2.50%,1,AT,1,SELSUN,SELENIUM SULFIDE
7942,1,INJECTABLE;INJECTION,5MG/ML,3,,0,SUS-PHRINE SULFITE FREE,EPINEPHRINE
7942,3,INJECTABLE;INJECTION,1.5MG/AMP,3,,0,SUS-PHRINE SULFITE FREE,EPINEPHRINE
7953,1,SOLUTION/DROPS;OPHTHALMIC,0.12%;0.1%,3,,0,PREFRIN-A,PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE
7959,1,INJECTABLE;INJECTION,10MG/ML,3,,0,TENSILON,EDROPHONIUM CHLORIDE
7959,2,INJECTABLE;INJECTION,10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,TENSILON PRESERVATIVE FREE,EDROPHONIUM CHLORIDE
7961,2,SYRUP;ORAL,10MG/5ML,3,,0,BENTYL,DICYCLOMINE HYDROCHLORIDE
7984,1,CAPSULE;ORAL,25MG,3,,0,AMBODRYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE
8032,1,TABLET;ORAL,500MG,3,,0,TELEPAQUE,IOPANOIC ACID
8041,1,INJECTABLE;INJECTION,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,EVANS BLUE,EVANS BLUE
8048,1,OINTMENT;TOPICAL,5%,3,,0,XYLOCAINE,LIDOCAINE
8085,2,TABLET;ORAL,EQ 2.5MG BASE,1,AB,1,METHOTREXATE SODIUM,METHOTREXATE SODIUM
8102,4,CAPSULE;ORAL,12MG,3,,0,TACE,CHLOROTRIANISENE
8107,1,INJECTABLE;INJECTION,EQ 3MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,2,INJECTABLE;INJECTION,EQ 50MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,3,FOR SOLUTION;ORAL,EQ 60MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,4,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8107,5,INJECTABLE;INJECTION,EQ 350MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
8114,4,TABLET;ORAL,100MG,3,,0,PRANTAL,DIPHEMANIL METHYLSULFATE
8126,1,TABLET;ORAL,25MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8126,2,INJECTABLE;INJECTION,25MG/ML,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8126,3,TABLET;ORAL,5MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8126,4,TABLET;ORAL,10MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8173,3,CREAM;TOPICAL,20%,3,,0,BENOQUIN,MONOBENZONE
8228,1,INJECTABLE;INJECTION,25MG/ML,3,,0,HYDROCORTONE,HYDROCORTISONE ACETATE
8228,4,INJECTABLE;INJECTION,50MG/ML,3,,0,HYDROCORTONE,HYDROCORTISONE ACETATE
8248,1,INJECTABLE;INJECTION,EQ 30MG BASE/ML,3,,0,WYAMINE SULFATE,MEPHENTERMINE SULFATE
8248,2,INJECTABLE;INJECTION,EQ 15MG BASE/ML,3,,0,WYAMINE SULFATE,MEPHENTERMINE SULFATE
8278,3,INJECTABLE;INJECTION,5MG/VIAL,1,AP,1,REGITINE,PHENTOLAMINE MESYLATE
8284,1,TABLET;ORAL,25MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8284,2,TABLET;ORAL,5MG,3,,0,CORTISONE ACETATE,CORTISONE ACETATE
8303,1,TABLET;ORAL,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,2,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,3,INJECTABLE;INJECTION,20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,4,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8303,5,TABLET;ORAL,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,APRESOLINE,HYDRALAZINE HYDROCHLORIDE
8306,4,SYRUP;ORAL,10MG/5ML;6.25MG/5ML,3,,0,PHENERGAN W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
8306,5,SYRUP;ORAL,10MG/5ML;5MG/5ML;6.25MG/5ML,3,,0,PHENERGAN VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8316,1,TABLET;ORAL,EQ 15MG BASE,1,AB,1,PRIMAQUINE,PRIMAQUINE PHOSPHATE
8317,2,INJECTABLE;INJECTION,25 UNITS/VIAL,3,,0,ACTH,CORTICOTROPIN
8317,4,INJECTABLE;INJECTION,40 UNITS/VIAL,3,,0,ACTH,CORTICOTROPIN
8319,8,TABLET;ORAL,100MG,3,,0,BUTAZOLIDIN,PHENYLBUTAZONE
8319,9,CAPSULE;ORAL,100MG,3,,0,BUTAZOLIDIN,PHENYLBUTAZONE
8322,1,TABLET;ORAL,100MG,3,,0,GEMONIL,METHARBITAL
8370,1,INJECTABLE;INJECTION,10MG/ML,1,AP,1,BENTYL,DICYCLOMINE HYDROCHLORIDE
8370,2,INJECTABLE;INJECTION,10MG/ML,1,AP,1,BENTYL PRESERVATIVE FREE,DICYCLOMINE HYDROCHLORIDE
8372,6,INJECTABLE;INJECTION,40 UNITS/ML,3,,0,H.P. ACTHAR GEL,CORTICOTROPIN
8372,8,INJECTABLE;INJECTION,80 UNITS/ML,1,,1,H.P. ACTHAR GEL,CORTICOTROPIN
8378,3,SUSPENSION;ORAL,15MG/5ML;3.75MG/5ML;600MG/5ML,3,,0,TPN,NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE
8381,3,SYRUP;ORAL,25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
8381,4,SYRUP;ORAL,6.25MG/5ML,3,,0,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE
8392,3,TABLET;ORAL,100MG,3,,0,NYDRAZID,ISONIAZID
8402,1,EMULSION;TOPICAL,3%,3,,0,PHISOHEX,HEXACHLOROPHENE
8414,2,OINTMENT;OPHTHALMIC,EQ 4% BASE,3,,0,GANTRISIN,SULFISOXAZOLE DIOLAMINE
8420,1,SYRUP;ORAL,50MG/5ML,3,,0,RIMIFON,ISONIAZID
8420,2,INJECTABLE;INJECTION,25MG/ML,3,,0,RIMIFON,ISONIAZID
8420,3,INJECTABLE;INJECTION,100MG/ML,3,,0,RIMIFON,ISONIAZID
8428,1,TABLET;ORAL,50MG,3,,0,ISONIAZID,ISONIAZID
8428,2,TABLET;ORAL,100MG,3,,0,ISONIAZID,ISONIAZID
8428,3,TABLET;ORAL,300MG,3,,0,ISONIAZID,ISONIAZID
8453,1,INJECTABLE;INJECTION,500MG/VIAL,3,,0,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,2,INJECTABLE;INJECTION,20MG/ML,1,AP,1,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,3,INJECTABLE;INJECTION,50MG/ML,3,,0,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8453,4,INJECTABLE;INJECTION,1GM/VIAL,3,,0,ANECTINE,SUCCINYLCHOLINE CHLORIDE
8472,1,SOLUTION;TOPICAL,5%,3,,0,CYCLAINE,HEXYLCAINE HYDROCHLORIDE
8492,2,TABLET;ORAL,5MG,3,,0,ANTRENYL,OXYPHENONIUM BROMIDE
8499,2,TABLET;ORAL,100MG,3,,0,ISONIAZID,ISONIAZID
8499,3,TABLET;ORAL,300MG,3,,0,ISONIAZID,ISONIAZID
8506,7,TABLET;ORAL,10MG,3,,0,HYDROCORTONE,HYDROCORTISONE
8506,11,TABLET;ORAL,20MG,3,,0,HYDROCORTONE,HYDROCORTISONE
8565,1,TABLET;ORAL,250MG,3,,0,THIOSULFIL,SULFAMETHIZOLE
8565,4,TABLET;ORAL,500MG,3,,0,THIOSULFIL,SULFAMETHIZOLE
8578,1,TABLET;ORAL,25MG,1,,1,DARAPRIM,PYRIMETHAMINE
8592,3,INJECTABLE;INJECTION,EQ 0.033MG BASE/ML;2%;0.4%,3,,0,RAVOCAINE AND NOVOCAIN W/ LEVOPHED,NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
8592,7,INJECTABLE;INJECTION,0.05MG/ML;2%;0.4%,3,,0,RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN,LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
8604,3,SYRUP;ORAL,5MG/5ML;6.25MG/5ML,3,,0,PHENERGAN VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8662,1,INJECTABLE;INJECTION,100MG/ML,3,,0,NYDRAZID,ISONIAZID
8678,2,TABLET;ORAL,100MG,1,AA,1,ISONIAZID,ISONIAZID
8678,3,TABLET;ORAL,300MG,1,AA,1,ISONIAZID,ISONIAZID
8682,1,INJECTABLE;INJECTION,10 IU/VIAL,3,,0,THYTROPAR,THYROTROPIN
8693,1,TABLET;ORAL,50MG,3,,0,FURADANTIN,NITROFURANTOIN
8693,2,TABLET;ORAL,100MG,3,,0,FURADANTIN,NITROFURANTOIN
8697,1,TABLET;ORAL,10MG,1,AB,0,CORTEF,HYDROCORTISONE
8697,2,TABLET;ORAL,20MG,1,AB,1,CORTEF,HYDROCORTISONE
8697,3,TABLET;ORAL,5MG,1,AB,0,CORTEF,HYDROCORTISONE
8708,1,CAPSULE;ORAL,10MG,1,AB,1,DIBENZYLINE,PHENOXYBENZAMINE HYDROCHLORIDE
8719,1,INJECTABLE;INJECTION,2MG/ML,3,,0,LEVO-DROMORAN,LEVORPHANOL TARTRATE
8720,1,TABLET;ORAL,2MG,3,,0,LEVO-DROMORAN,LEVORPHANOL TARTRATE
8732,2,TABLET;ORAL,15MG,3,,0,PRO-BANTHINE,PROPANTHELINE BROMIDE
8732,3,TABLET;ORAL,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PRO-BANTHINE,PROPANTHELINE BROMIDE
8762,1,SUSPENSION;ORAL,125MG/5ML,1,AB,1,DILANTIN-125,PHENYTOIN
8762,2,SUSPENSION;ORAL,30MG/5ML,3,,0,DILANTIN-30,PHENYTOIN
8767,2,TABLET;ORAL,50MG,3,,0,HEDULIN,PHENINDIONE
8794,1,INJECTABLE;INJECTION,100MG/ML,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
8809,4,INJECTABLE;INJECTION,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML,3,,0,M.V.I.-12,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8809,5,INJECTABLE;INJECTION,20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML,3,,0,M.V.I.-12,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8809,6,INJECTABLE;INJECTION,20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML,1,,1,M.V.I.-12 (WITHOUT VITAMIN K),ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
8814,1,INJECTABLE;INJECTION,260CSR UNIT/ML,3,,0,UNITENSEN,CRYPTENAMINE ACETATES
8816,1,JELLY;TOPICAL,2%,1,AT,1,XYLOCAINE,LIDOCAINE HYDROCHLORIDE
8822,1,INJECTABLE;INJECTION,25MG/ML,3,,0,PERCORTEN,DESOXYCORTICOSTERONE PIVALATE
8826,1,INJECTABLE;INJECTION,10MG/ML,3,,0,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE
8842,1,TABLET;ORAL,50MG,3,,0,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT
8842,2,TABLET;ORAL,100MG,3,,0,RAUDIXIN,RAUWOLFIA SERPENTINA ROOT
8843,1,INJECTABLE;INJECTION,30MG/VIAL,3,,0,PRO-BANTHINE,PROPANTHELINE BROMIDE
8845,1,INJECTABLE;INJECTION,20MG/ML,1,AP,1,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,2,INJECTABLE;INJECTION,50MG/ML,3,,0,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,4,INJECTABLE;INJECTION,100MG/ML,3,,0,QUELICIN PRESERVATIVE FREE,SUCCINYLCHOLINE CHLORIDE
8845,6,INJECTABLE;INJECTION,20MG/ML,1,AP,1,QUELICIN,SUCCINYLCHOLINE CHLORIDE
8847,1,INJECTABLE;INJECTION,20MG/ML,3,,0,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE
8847,3,INJECTABLE;INJECTION,100MG/ML,3,,0,SUCOSTRIN,SUCCINYLCHOLINE CHLORIDE
8848,1,TABLET;ORAL,2.5MG,3,,0,PAMINE,METHSCOPOLAMINE BROMIDE
8848,2,TABLET;ORAL,5MG,3,,0,PAMINE FORTE,METHSCOPOLAMINE BROMIDE
8855,4,CAPSULE;ORAL,500MG,3,,0,MILONTIN,PHENSUXIMIDE
8857,2,INJECTABLE;INJECTION,25MG/ML,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
8857,3,INJECTABLE;INJECTION,50MG/ML,3,,0,PHENERGAN,PROMETHAZINE HYDROCHLORIDE
8867,1,TABLET;ORAL,2MG,3,,0,RAUWILOID,ALSEROXYLON
8869,1,INJECTABLE;INJECTION,100MG/ML;50MG/ML,3,,0,DICURIN PROCAINE,PROCAINE MERETHOXYLLINE; THEOPHYLLINE
8883,1,SOLUTION/DROPS;OPHTHALMIC,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,OPHTHAINE,PROPARACAINE HYDROCHLORIDE
8915,1,TABLET;ORAL,4MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CLISTIN,CARBINOXAMINE MALEATE
8917,1,OINTMENT;TOPICAL,2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CORTEF ACETATE,HYDROCORTISONE ACETATE
8917,2,OINTMENT;TOPICAL,1%,3,,0,CORTEF ACETATE,HYDROCORTISONE ACETATE
8922,1,INJECTABLE;INJECTION,200MG/ML,1,,1,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM
8922,2,TABLET;ORAL,500MG,3,,0,CALCIUM DISODIUM VERSENATE,EDETATE CALCIUM DISODIUM
8943,1,TABLET;ORAL,125MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,DIAMOX,ACETAZOLAMIDE
8943,2,TABLET;ORAL,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,DIAMOX,ACETAZOLAMIDE
8951,1,TABLET;ORAL,1.25MG,3,,0,PAGITANE,CYCRIMINE HYDROCHLORIDE
8951,2,TABLET;ORAL,2.5MG,3,,0,PAGITANE,CYCRIMINE HYDROCHLORIDE
8955,1,ELIXIR;ORAL,4MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,CLISTIN,CARBINOXAMINE MALEATE
8975,1,INJECTABLE;INJECTION,40 UNITS/ML,3,,0,PURIFIED CORTROPHIN GEL,CORTICOTROPIN
8975,2,INJECTABLE;INJECTION,80 UNITS/ML,3,,0,PURIFIED CORTROPHIN GEL,CORTICOTROPIN
8983,1,INJECTABLE;INJECTION,50MG/ML,3,,0,ARFONAD,TRIMETHAPHAN CAMSYLATE
9000,2,SUPPOSITORY;RECTAL,100MG;2MG,3,,0,CAFERGOT,CAFFEINE; ERGOTAMINE TARTRATE
9008,1,SOLUTION;INTRAUTERINE,53%,3,,0,SALPIX,ACETRIZOATE SODIUM
9018,3,"OINTMENT;OPHTHALMIC, OTIC",1.50%,3,,0,HYDROCORTONE,HYDROCORTISONE ACETATE
9048,1,CAPSULE;ORAL,10MG,1,,1,8-MOP,METHOXSALEN
9048,2,LOTION;TOPICAL,1%,1,,1,OXSORALEN,METHOXSALEN
9052,1,POWDER;ORAL,EQ 500MG BASE/GM,3,,0,REZIPAS,AMINOSALICYLIC ACID RESIN COMPLEX
9053,2,TABLET;ORAL,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,PURINETHOL,MERCAPTOPURINE
9078,3,TABLET;ORAL,10MG,3,,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9078,6,TABLET;ORAL,50MG,3,,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9078,8,TABLET;ORAL,100MG,3,,0,PARSIDOL,ETHOPROPAZINE HYDROCHLORIDE
9087,1,TABLET;SUBLINGUAL,1MG,3,,0,HYDERGINE,ERGOLOID MESYLATES
9087,2,TABLET;SUBLINGUAL,0.5MG,3,,0,HYDERGINE,ERGOLOID MESYLATES
9088,1,INJECTABLE;INJECTION,250MG/ML,3,,0,NEOTHYLLINE,DYPHYLLINE
9102,1,SYRUP;ORAL,EQ 500MG BASE/5ML,3,,0,ANTEPAR,PIPERAZINE CITRATE
